2451581.04559   -50.61099     2.69843  
2451705.82690   -59.02441     3.63024  
2451983.00875     0.73053     4.26980  
2452064.86395    13.71315     3.56354  
2452308.07715    20.20314     2.65366  
2452391.03363    10.99086     4.00397  
2452681.05010    16.45475     3.72765  
2452804.88465    18.45690     3.57132  
2453077.10434   -20.66961     3.59955  
2453398.97476   -23.34001     2.20979  
2453753.06771    32.77458     2.89978  
2454131.09206    28.40719     3.25502  
2454545.00223    17.76613     2.56351  
2454546.00720    11.17003     2.52388  
2454600.90598   -21.69263     2.91987  
2454671.81115    13.89881     3.18780  
2454686.77023   -29.10687     3.53490  
2454819.09538    25.34865     2.80665  
2454819.10258    24.38982     2.53736  
2454820.10507    26.76677     2.34796  
2454820.11248    26.55768     2.62711  
2454821.17169    24.91508     3.50536  
2454822.16958    27.27767     2.84660  
2454823.06807    30.21490     2.17842  
2454823.07546    25.89584     2.18838  
2454903.13549    20.97188     2.59528  
2454955.89272    14.12957     2.71893  
2454963.92920    -2.22382     2.47133  
2454967.95619   -15.99692     2.38213  
2454968.94273   -20.11041     2.56058  
2454968.95001   -16.01934     2.67966  
2455014.78423   -32.20207     2.30601  
2455015.80694   -29.80992     2.88279  
2455021.75281   -10.16260     3.41875  
2455021.75976   -11.03113     2.94018  
2455022.80321     1.37559     2.55172  
2455022.81080     0.31629     2.38255  
2455024.80334    27.54544     2.18370  
2455024.81071    28.49640     2.33282  
2455041.76194    27.66505     3.11245  
2455049.73807    -4.79767     2.95183  
2455049.74933    -1.47147     2.50575  
2455053.74297   -10.92885     2.86949  
2455053.74947   -16.63682     2.63035  
2455168.05857    11.09484     2.55810  
2455168.06597    14.67577     2.64783  
2455172.13747     0.25944     2.46782  
2455174.13720    -8.15155     2.29702  
2455188.14931    -2.10483     2.72468  
2455189.15339     8.03130     2.41557  
2455190.15122    24.98396     2.49539  
2455191.13123    36.25847     2.65505  
2455197.13376    43.12241     2.35704  
2455198.05134    43.72246     3.05579  
2455199.16716    36.67552     2.11897  
2455200.99578    42.80567     3.69508  
2455201.00355    32.91614     3.73503  
2455202.06876    31.26618     2.46764  
2455202.07641    28.94680     2.13883  
2455203.11192    31.34326     2.46766  
2455203.11935    31.56415     2.40786  
2455232.04954    20.40920     2.89211  
2455258.11427   -16.17879     3.39085  
2455258.12206   -14.88834     3.11183  
2455260.00458   -15.80429     2.63395  
2455260.01211   -15.88352     2.23644  
2455284.85374    27.65774     2.65146  
2455371.82830    -4.58965     2.78630  
2455408.74972    12.03772     2.98669  
2455409.74545     8.30533     2.63671  
2455517.14258   -28.16389     2.60330  
2455518.09863   -22.95999     2.34475  
2455549.14061   -18.81104     2.38519  
2455549.14815   -16.28029     2.42478  
2455579.06060    21.70894     3.35361  
2455579.06823    24.50959     3.70043  
2455579.95934    17.59311     3.12606  
2455579.96676    20.27401     3.17549  
2455609.12196    47.23871     2.86821  
2455636.01859   -24.30285     2.40353  
2455637.96000   -17.47449     2.97226  
2455637.96743   -23.01360     2.50456  
2455639.03135   -29.45288     2.28856  
2455639.03869   -31.73188     2.68580  
2455664.81948     7.41751     2.08876  
2455664.82708     7.41819     2.22758  
2455669.81308     0.57536     2.36655  
2455669.82036    -2.24357     2.51556  
2455671.91186   -21.10577     2.23749  
2455707.81222     8.75718     2.88821  
2455719.86400   -31.76207     2.15934  
2455719.87144   -31.89119     2.49807  
2455720.86008   -36.30726     2.90693  
2455721.78088   -37.23015     3.08655  
2455721.78829   -35.70923     2.81718  
2455723.77007   -38.05887     2.36886  
2455749.76015    -2.40113     2.75903  
2455749.76778    -0.65049     2.66933  
2455750.80123    -6.69151     4.09607  
2455750.80846     1.10963     4.95501  
2455876.13185   -15.52353     2.27831  
2455876.13935   -16.60273     2.23864  
2455877.14281   -13.98513     2.86720  
2455903.06314    17.35096     2.10415  
2455911.07410    -4.95521     2.39135  
2455911.08147    -1.49425     2.32169  
2455912.07723    -6.33905     2.20233  
2455912.08464    -5.50813     2.11286  
2455913.06355   -11.64227     2.32169  
2455913.07094    -7.95133     2.41125  
2455970.95484   -52.24055     2.71366  
2455970.96216   -52.88952     2.81282  
2455971.89858   -46.57156     2.72357  
2455971.90590   -44.28054     2.56504  
2456116.75501    23.77368     2.67801  
2456116.76216    16.39491     2.93641  
2456117.75671    26.61786     2.71603  
2456117.76420    24.31867     3.21353  
2456290.05316    -5.67740     2.04767  
2456328.99943    -0.71293     2.83180  
2456432.84770    14.39235     2.79339  
2456432.85542    14.99288     2.95158  
2456614.13939    10.50209     2.10721  
2456641.09897    38.26407     2.02942  
2456676.16371   -27.97784     2.34658  
